,Ids,Output
0,78886.0,-532.6885530077705
1,35987.0,243178.4131291397
2,63576.0,4974.159488671087
3,86537.0,-2059193.60085301
4,45235.0,-36503.301605872475
5,87333.0,2319.8732337937136
6,94152.0,-178505.64338747808
7,31129.0,18739.348334106053
8,52019.0,-5.057322273283207
9,74987.0,63752.406610698425
10,60601.0,-0.06988046764299277
11,48864.0,173845.05292351416
12,56839.0,20141.437344018945
13,92351.0,1293270.4493610435
14,53691.0,-12843.090196577072
15,56277.0,6676321.4127062205
16,47415.0,3023.6419245841507
17,89925.0,66.04810179343754
18,27912.0,617519.3828715839
19,33156.0,-44915.19816671876
20,21957.0,-49.76153129275051
21,22618.0,-12167659.581526635
22,23157.0,-19.258712182024002
23,46659.0,4.362369448824797
24,55763.0,-1569.061814201275
25,56057.0,756.562978606845
26,39322.0,-79128.60998644194
27,68624.0,-221.6429571565364
28,73726.0,-1151307.4516145012
29,95124.0,974670.2464482598
30,65775.0,266915.52830644534
31,53215.0,24831.675019070248
32,36737.0,137882.7519643595
33,27447.0,-721251.69716944
34,80796.0,-317807.04740116757
35,40388.0,-456169.9399346303
36,26922.0,1003934.7914454438
37,81620.0,27266.34501215169
38,26278.0,-161234.69764023172
39,53469.0,-2447643.9060148555
40,77087.0,18378.88777914038
41,85244.0,648073.6445381391
42,63105.0,-661.0771034870342
43,78427.0,-720126.7224917291
44,97984.0,-1184128.7153166458
45,28980.0,-29008.572738416628
46,73855.0,-1474751.7042082082
47,47591.0,19455.759229303607
48,57106.0,8551.733294471911
49,47500.0,15328.981991404677
50,44835.0,-95.222805230382
51,90757.0,0.07910229909159454
52,97176.0,146.39741367860103
53,41537.0,-105.53394114428359
54,22956.0,-1057.9410680550436
55,95701.0,444.5935713820755
56,67922.0,1555032.2291992586
57,24559.0,1836.6142513658594
58,73761.0,629041.4795251006
59,39147.0,193.19085977018514
60,46094.0,-50109394.67054825
61,52770.0,2566821.2653705054
62,31661.0,2450.978513443961
63,23741.0,66392.29804189295
64,64853.0,293.00821413139636
65,72773.0,-10345.828636565042
66,57769.0,-1420856.1322048982
67,49782.0,25744495.08160856
68,89731.0,-28.345643421731822
69,41818.0,-75.93824648759991
70,46504.0,136977.37216637432
71,86919.0,-406739.0369411569
72,73880.0,31101.7071253041
73,51783.0,12248.485416759933
74,90591.0,3611.654945139223
75,39665.0,1098956.374512935
76,41250.0,9458.030982715276
77,87620.0,709.5817500927062
78,37381.0,192.7021010490602
79,67635.0,25731.911826006228
80,84260.0,-100992.99883559448
81,92796.0,6896.87109554019
82,35309.0,324804.9649952973
83,76981.0,4904.6879768163335
84,76980.0,-12301821.90107402
85,26980.0,123943.36767508765
86,25198.0,217165.166152405
87,27096.0,327870.45002066984
88,48315.0,335716.86908046086
89,93000.0,-2693.94286584642
90,85031.0,-112089.85540040012
91,38845.0,-163832.05203718992
92,45388.0,-2319.121990983701
93,42315.0,-54599.428996794624
94,43054.0,7242.602135856885
95,90803.0,13815.862653922777
96,38264.0,1327.1685650308998
97,47426.0,422892.37284662784
98,85706.0,-87110.01871109754
99,27661.0,-1027.9101158440978
100,86289.0,-240870.6236876187
101,55925.0,-403.57892071698615
102,87075.0,-438959.61504091666
103,99203.0,-4933.64881249558
104,71403.0,-9.749977199303451
105,29700.0,28080.490551162344
106,47681.0,-89.49011993725121
107,76007.0,-192219.65352044307
108,42032.0,-46185.38698634417
109,95819.0,0.024038033737608818
110,52726.0,322914.7304458807
111,95064.0,-238854.09257916544
112,78634.0,206.19919102213515
113,77593.0,-395448.8370950932
114,71170.0,-198606.36881572183
115,32468.0,-67.1980034731279
116,62134.0,7024.702320378139
117,82228.0,18207330.001147132
118,79309.0,91626.69214392606
119,31987.0,-1452975.247434265
120,52395.0,76141.0711808842
121,34413.0,32548.258870317302
122,91137.0,-20094.693318739843
123,88937.0,162400.78821259033
124,57600.0,7673.173523290754
125,24284.0,-461861.3264588394
126,26874.0,9778064.736131415
127,41084.0,-2137579.3282567896
128,86402.0,-1248825.104324019
129,52220.0,1631033.6828444323
130,30865.0,30810.954208981144
131,40062.0,-408.69484491357764
132,65939.0,358811.10839307104
133,48491.0,-68.9534238221579
134,83125.0,27.359170715543343
135,71954.0,-41334.92407793097
136,65389.0,-3.6147802967346196
137,60570.0,-705.1048514379085
138,33950.0,44.110822289363355
139,78029.0,-75828.49350178656
140,28828.0,851686.3213767706
141,40519.0,-28684.97616267342
142,38205.0,31987.983607025246
143,22323.0,-7769.361874171062
144,91732.0,3641.199184587809
145,46383.0,78918.73734151125
146,23989.0,52240.17391486569
147,92517.0,-105407.4602347168
148,86893.0,-6.038706349557578
149,34037.0,-16712.49073010685
150,36721.0,598633.1399315641
151,55718.0,-361.4408418994952
152,73664.0,-14534.552187549001
153,44305.0,-1356.825277411686
154,50644.0,22463791.549951013
155,42308.0,-49993.4245471478
156,40328.0,-15958.804942900042
157,92095.0,18071.665667528494
158,64895.0,40725.26286204985
159,21436.0,97872.8822903083
160,54725.0,-2119.4622761971204
161,75954.0,566.8121730784151
162,86262.0,-13000.135889218373
163,70321.0,-166.9399563316087
164,36826.0,-10668251.562535584
165,29631.0,183.55509681592434
166,55203.0,-62521.53378379898
167,72651.0,2293.726653377886
168,59643.0,5.0676435037461625
169,36427.0,284052.28871731577
170,24271.0,-9198428.944426447
171,21634.0,24357.503496600406
172,93873.0,-21565.18817808701
173,21139.0,4198.109766086885
174,81315.0,110.1135693489609
175,59278.0,537.1776477654929
176,31904.0,4294.748456722572
177,51616.0,-1366.4593074600798
178,38957.0,-68926.64313877854
179,98224.0,87113.81540903427
180,37343.0,-3303.958784491814
181,84395.0,-2250.0164393839946
182,68693.0,13152.117572042162
183,59973.0,99271.44876718751
184,64032.0,361364.80692213756
185,88941.0,1199.5996084231344
186,87880.0,10852.41259442466
187,30717.0,8712796.982357634
188,57926.0,10571729.526869958
189,59284.0,-135.34722959881375
190,65340.0,-189.75104777531328
191,37862.0,-467725.4154740798
192,42885.0,-410013.4406266208
193,95106.0,317.2613728369903
194,99473.0,-7717.024435409477
195,22879.0,-6163.5158975742
196,41073.0,-6497.022226590776
197,94434.0,-7364.422280845303
198,55059.0,-18910.732902604017
199,83598.0,41662.6535601534
200,29912.0,101.72584320047821
201,48165.0,31510.964504942287
202,64884.0,-212504.6452810415
203,20118.0,98605.80824789863
204,78508.0,-0.48494001861490654
205,69314.0,-14807.795070782473
206,87485.0,-60055.26400265246
207,64992.0,94.23582354366985
208,39849.0,-85855.49978011337
209,21022.0,-7.438703012031004
210,95448.0,1059544.498026947
211,77765.0,1187.9339047013325
212,95003.0,-1788.1289523484195
213,24129.0,-665.742508615614
214,58213.0,2130.4338770215077
