,Ids,Output
0,96396.0,8.326947127072867
1,80166.0,166.58955573491176
2,20516.0,67.72669027204432
3,88881.0,-101.4692511229607
4,69115.0,27.550869924364008
5,34026.0,28.47848519545984
6,67527.0,-285.41636252802164
7,56721.0,387.14752593894855
8,28608.0,333.8022538503068
9,28334.0,-80.96995025593907
10,87664.0,108.99039666248026
11,72786.0,308.63772729103937
12,80407.0,-392.0555890228086
13,32761.0,-473.5617111526712
14,68286.0,-115.4961855985078
15,95072.0,87.57621996129504
16,72666.0,7.943327235800947
17,27143.0,-190.9893776909899
18,62370.0,95.37071797178649
19,55971.0,106.89719893258885
20,29303.0,102.16881963057874
21,63140.0,21.061751278845033
22,74846.0,268.5359003477508
23,63080.0,-227.97152738468748
24,85080.0,44.71552071605033
25,34589.0,211.25700646586355
26,49242.0,-209.18309820146084
27,67716.0,-32.15505512813789
28,32005.0,-60.9056008476463
29,43883.0,-184.2613670781071
30,85715.0,247.67010226113487
31,71800.0,-245.74110039618404
32,36002.0,-54.32584576847569
33,54860.0,-11.85570825916453
34,39619.0,239.55028725605356
35,24485.0,68.06075168585403
36,42968.0,98.63392642447582
37,90358.0,391.94727455925994
38,63239.0,230.69898193175771
39,57246.0,-37.40599611107895
40,50693.0,278.22226991225284
41,65390.0,57.51511089953937
42,20540.0,-2.7939431049515377
43,56895.0,-165.71998527943185
44,71065.0,267.5514955233549
45,75234.0,-72.01992649830872
46,41935.0,-154.1646466077249
47,32693.0,-38.401972806379064
48,67988.0,-19.679473332618358
49,88791.0,-223.25436900104916
50,72735.0,157.44635939270677
51,64794.0,-506.0927008093953
52,35454.0,26.63966814790028
53,38951.0,121.31132910065014
54,81717.0,-52.451123151936294
55,57884.0,-95.47454158129449
56,76705.0,-44.29117198448657
57,47833.0,314.2969741915701
58,99486.0,153.9286135395537
59,47395.0,-94.60574828264174
60,23991.0,-55.82405179710151
61,63763.0,172.37060212934088
62,99349.0,-303.72890896483585
63,27558.0,247.58684603107213
64,66769.0,72.42268195863886
65,89764.0,-9.68235903200367
66,54980.0,520.335749134827
67,51294.0,161.54619434841675
68,70244.0,-256.67512266339
69,49075.0,121.19372048048277
70,98437.0,147.1332942060172
71,57230.0,57.390699127226455
72,24196.0,280.9915509553838
73,55183.0,-122.990059069636
74,84312.0,116.53885397724498
75,51734.0,-73.68617075948887
76,73339.0,-42.28419119172979
77,67330.0,144.22871508089244
78,61216.0,-4.9991747281274925
79,72404.0,225.13764828283342
80,79114.0,319.93572917487575
81,44385.0,101.39237990971102
82,98063.0,93.54277217959785
83,20349.0,-137.3730395083043
84,96932.0,119.50642348111457
85,58683.0,-138.81967215900656
86,69040.0,14.6036695736728
87,41442.0,260.4483417611474
88,66475.0,-179.1150586019217
89,79658.0,315.1458304371546
90,56649.0,15.590481829928684
91,61240.0,-257.4744674089248
92,96033.0,143.76593567026288
93,99245.0,145.11649184347857
94,20648.0,-64.37474468058683
95,50648.0,-217.4148664896761
96,87338.0,125.0568493276723
97,33589.0,175.88801559024495
98,23186.0,-189.02114720424925
99,40010.0,71.08947566527296
100,71044.0,-95.1634415605019
101,23216.0,338.88492841910113
102,24280.0,-247.81604957546526
103,97928.0,155.8357068734966
104,73416.0,294.41877046013445
105,68763.0,-41.357827066727594
106,84907.0,-237.4086950459801
107,69395.0,-189.65202264312495
108,77138.0,128.02143951452723
109,43291.0,318.2976657828914
110,58769.0,13.920654425965743
111,49627.0,-355.4216374842731
112,57906.0,152.72856998053334
113,47294.0,144.0787105464365
114,83627.0,13.927983188556873
115,49382.0,-10.889638968633278
116,58363.0,81.61418493281094
117,38265.0,-43.95609329299541
118,29970.0,-230.45439668793378
119,93967.0,83.54664806930018
120,99721.0,-61.342766502875854
121,37098.0,-143.31055535292842
122,92351.0,11.245553672560689
123,53202.0,196.1651887432153
124,38817.0,476.69812172430557
125,60025.0,-356.97656992211
126,53643.0,-464.16052956605205
127,35808.0,-397.6534206999223
128,32722.0,224.43160062558874
129,60170.0,-302.0167537317265
130,47326.0,63.75909683606919
131,52201.0,-101.66185738050319
132,58707.0,-142.12812940743203
133,72765.0,348.06217972149574
134,33978.0,60.46196396023865
135,72425.0,85.13699286997925
136,60947.0,-165.90879869049908
137,38235.0,-105.92446776399487
138,88935.0,210.82752502270506
139,74627.0,-58.18661866445943
140,31009.0,-484.6359812999562
141,76856.0,-34.268626555135086
142,54229.0,62.83349233814496
143,85918.0,277.4880558934037
144,44079.0,455.1570941789635
145,38910.0,194.78153324719295
146,76345.0,100.0091680689947
147,42062.0,181.21565437102757
148,29490.0,-128.9099677777844
149,22717.0,363.8750156810078
150,26697.0,333.1493910225858
151,46733.0,-54.07818050316003
152,39301.0,150.77522687907924
153,87635.0,-126.63744313058956
154,34691.0,-166.8365437826667
155,52901.0,110.14364354522897
156,87185.0,215.2269194446399
157,42281.0,401.52083475915236
158,27797.0,131.66597365076797
159,55406.0,275.18864227921995
160,75105.0,152.01580407207777
161,51556.0,-271.26641155683853
162,97880.0,-11.17314174702108
163,93000.0,-270.67296162611063
164,68545.0,154.35599553324607
165,51358.0,-34.762668349615296
166,39938.0,-94.4069054156577
167,97085.0,0.14294817712642072
168,21845.0,243.49599361203525
169,82307.0,195.53543142969514
170,40954.0,-254.24150160882553
171,20156.0,-195.31870861371272
172,75014.0,-141.2615930868741
173,38301.0,-150.19026665965885
174,75898.0,249.14321006085714
175,65475.0,352.64583558403655
176,45301.0,484.65798078235446
177,82246.0,350.02130635007717
178,20961.0,86.94802277350232
179,32857.0,319.4128644077988
180,45155.0,311.4527530073896
181,46966.0,83.3169747075687
182,48582.0,-109.48525406644629
183,20863.0,-80.68088692165374
184,47535.0,295.36407358386964
185,70839.0,-367.64946926052596
186,62605.0,-214.01191141167376
187,20810.0,-19.29429495556063
188,34362.0,-53.69094880585109
189,59087.0,243.4409027930857
190,85365.0,-51.776667151360904
191,20463.0,-174.18542878345514
192,78715.0,-243.37678749376252
193,60002.0,79.98073084704438
194,28923.0,-380.281603057095
195,62639.0,-220.5615085409275
196,86150.0,-13.757040613791254
197,63526.0,106.47623723987859
198,37718.0,-111.99011257372291
199,64240.0,-26.75315073864581
200,66934.0,77.07421487086494
201,76397.0,146.57165298398138
202,48547.0,-112.84334356713606
203,77522.0,-274.5316669952823
204,47117.0,-124.08033439338875
205,30114.0,175.2098687480532
206,44464.0,44.202325160363145
207,35697.0,-98.0793882766254
208,44110.0,-111.13081447104182
209,92048.0,467.6163649908833
210,40646.0,-288.8064039767743
211,35381.0,-56.82536618790909
212,97929.0,-85.63422016058327
213,42394.0,-28.029101392809345
214,84363.0,-56.541065121113775
215,51848.0,-178.8910422118197
216,86237.0,-90.73175630017485
217,96351.0,37.82579566259093
218,36173.0,-42.62297852508351
219,82125.0,-57.404102597919305
220,20235.0,-232.5246796365374
221,32553.0,141.04356891999095
222,64488.0,374.986100190382
223,37043.0,-314.3468880067301
224,37690.0,-93.60105214287793
225,65204.0,13.629294603045572
226,30553.0,7.186451335658447
227,46586.0,-236.42006907096237
228,41539.0,-171.31470525239433
229,72356.0,-68.83445551866747
230,39135.0,-280.8833741293157
231,48783.0,321.02561009698616
232,24975.0,-369.3582633808665
233,50429.0,255.76933503907088
234,90222.0,257.3971881508538
235,29383.0,251.12947699322692
236,87498.0,314.1246540013653
237,69808.0,107.85814770217969
238,61996.0,22.966144831028892
239,47431.0,-377.7906757158342
240,98322.0,-50.25667212794602
241,35028.0,-63.24061005627572
242,94474.0,224.6043697661537
243,87086.0,-379.052163098708
244,88442.0,-56.523598309126804
245,65264.0,-80.29799534550854
246,61808.0,-365.4812100419366
247,97355.0,400.5129080843195
248,21800.0,10.532024205265216
249,65978.0,344.18809636198955
250,87000.0,-265.1147335608769
251,43930.0,-236.73174802425223
252,41007.0,40.00587612353874
253,98988.0,-103.29337617897272
254,97626.0,11.214679751684189
255,86399.0,109.93988316763779
256,28576.0,11.926786842901866
257,80993.0,123.42624990096203
258,75251.0,184.3004641360012
259,68289.0,-32.73016300240381
260,67902.0,-104.97254994661502
261,94242.0,-71.5082878615386
262,84863.0,402.46533485436373
263,74432.0,37.249980185249875
264,36604.0,14.155305870295521
265,58138.0,-111.53569832692857
266,20364.0,129.72115355457169
267,76214.0,430.4623344805013
268,35856.0,-89.45202395709364
269,81509.0,-198.78066527421984
270,57322.0,151.2330844394439
271,94973.0,-58.513082861042115
272,71745.0,-152.1613303825759
273,73279.0,96.723681736838
274,75561.0,-346.40823105411675
275,50220.0,-131.97265585883974
276,60483.0,70.52467903419388
277,72156.0,-124.85775997172416
278,83053.0,-351.1607368922137
279,73083.0,-487.24777513778537
280,91507.0,-196.31425357703108
281,89372.0,250.9522370463841
282,89304.0,178.855234443562
283,31824.0,-33.28050107016732
284,63868.0,-251.5865092040231
285,40592.0,122.3764020935445
286,33076.0,55.198963991875374
287,98791.0,369.9652055600458
288,38121.0,-26.31416725710676
289,66740.0,366.665865304591
290,23126.0,-21.66524733699865
291,78163.0,3.0932107497049266
292,70602.0,293.2228260441217
293,83103.0,-6.696476931320866
294,28202.0,136.82959108891976
295,47601.0,192.5319466866568
296,42916.0,-74.14733318413255
297,93052.0,77.43976752268495
298,97233.0,28.775121411242434
299,91837.0,287.2104687827873
300,30634.0,161.49606351021637
301,75370.0,-194.88494149690612
302,61589.0,-52.32732183515138
303,30874.0,-287.2176016550611
304,63895.0,-119.73120888731347
305,23859.0,-90.62702961892687
306,57585.0,160.61582477165496
307,65991.0,-363.12127953243714
308,58091.0,-301.5428230506441
309,70558.0,-63.22413908983395
310,81229.0,-159.31866847521235
311,94131.0,153.57224568663554
312,77878.0,3.7168164811335345
313,65972.0,254.83045312423252
314,88032.0,-255.60114135013725
315,98699.0,-74.59921545439727
316,71624.0,319.2313164344025
317,59707.0,-263.91782559365197
318,58434.0,296.63691110534785
319,49224.0,-56.85050743809386
320,70873.0,-154.13676311492844
321,92372.0,123.89074534952195
322,39054.0,-157.7508394494562
323,48377.0,-90.31642249769926
324,52276.0,376.5953476256857
325,99186.0,-34.47011807936028
326,24696.0,58.9205621981042
327,35751.0,-120.86151679991843
328,54393.0,-89.5843070897927
329,50652.0,-274.24728806322116
330,32898.0,54.05872422163472
331,43821.0,-111.54232012373929
